region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Нижегородская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,"Принято, коммерция",NA,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,3,Здравоохранение и медицинские науки,32,3.32.00.00 - Науки о здоровье и профилактическая медицина,"Подано, бюджет",NA,0.27,0.23,0.16,0.22,0.21,0.39,0.14
Нижегородская область,3,Здравоохранение и медицинские науки,32,3.32.00.00 - Науки о здоровье и профилактическая медицина,"Подано, коммерция",NA,0,0.03,0.01,0,0,0,0
Нижегородская область,3,Здравоохранение и медицинские науки,32,3.32.00.00 - Науки о здоровье и профилактическая медицина,"Принято, бюджет",NA,0,0,0,0.04,0,0.04,0
Нижегородская область,3,Здравоохранение и медицинские науки,32,3.32.00.00 - Науки о здоровье и профилактическая медицина,"Принято, коммерция",NA,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,1,Математические и естественные науки,05,1.05.00.00 - Науки о Земле,"Подано, бюджет",NA,NA,0,NA,NA,NA,NA,NA
Нижегородская область,1,Математические и естественные науки,05,1.05.00.00 - Науки о Земле,"Подано, коммерция",NA,NA,0,NA,NA,NA,NA,NA
Нижегородская область,1,Математические и естественные науки,05,1.05.00.00 - Науки о Земле,"Принято, бюджет",NA,NA,0,NA,NA,NA,NA,NA
Нижегородская область,1,Математические и естественные науки,05,1.05.00.00 - Науки о Земле,"Принято, коммерция",NA,NA,NA,NA,NA,NA,NA,NA
Самарская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,"Подано, бюджет",0,0,0,0,0,0,0,0
Самарская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,"Подано, коммерция",0.52,0.29,0.21,0,0,0.21,0,0
Самарская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,"Принято, бюджет",0,0,0,0,0,0,0,0
Самарская область,2,"Инженерное дело, технологии и технические науки",07,2.07.00.00 - Архитектура,"Принято, коммерция",0.52,NA,NA,NA,NA,NA,NA,NA
Самарская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,"Подано, бюджет",9.21,8.57,8.22,9.5,7.97,8.63,7.61,8.89
Самарская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,"Подано, коммерция",4.01,1.61,2.03,1.98,2.54,2.2,0.42,1.85
Самарская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,"Принято, бюджет",10.04,1.08,1.74,1.01,1.1,1.2,1.1,1.8
Самарская область,2,"Инженерное дело, технологии и технические науки",08,2.08.00.00 - Техника и технологии строительства,"Принято, коммерция",3.69,NA,NA,NA,NA,NA,NA,NA
Самарская область,2,"Инженерное дело, технологии и технические науки",09,2.09.00.00 - Информатика и вычислительная техника,"Подано, бюджет",4.89,5.85,7.71,7.28,10.67,12.34,16.25,16.08
Самарская область,2,"Инженерное дело, технологии и технические науки",09,2.09.00.00 - Информатика и вычислительная техника,"Подано, коммерция",5.95,7.43,8.41,9.36,10.92,12.07,14.37,12.24
