field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
2,"Инженерное дело, технологии и технические науки",Ханты-Мансийский автономный округ,2016,9575,3859,3078,1926,2.79,1.98
3,Здравоохранение и медицинские науки,Ханты-Мансийский автономный округ,2016,1414,350,484,200,4.26,3.32
4,Сельское хозяйство и сельскохозяйственные науки,Ханты-Мансийский автономный округ,2016,78,74,0,0,1.06,NA
5,Науки об обществе,Ханты-Мансийский автономный округ,2016,1496,499,1441,1193,3.38,1.25
6,Образование и педагогические науки,Ханты-Мансийский автономный округ,2016,612,313,209,175,2,1.2
7,Гуманитарные науки,Ханты-Мансийский автономный округ,2016,818,370,90,74,2.53,1.23
8,Искусство и культура,Ханты-Мансийский автономный округ,2016,517,279,4,4,2.3,1
1,Математические и естественные науки,Ханты-Мансийский автономный округ,2017,0,0,0,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Ханты-Мансийский автономный округ,2017,11096,34,3849,0,306.8,NA
3,Здравоохранение и медицинские науки,Ханты-Мансийский автономный округ,2017,1628,185,433,0,197.65,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ханты-Мансийский автономный округ,2017,26,0,0,0,NA,NA
5,Науки об обществе,Ханты-Мансийский автономный округ,2017,2117,132,1305,0,112.64,NA
6,Образование и педагогические науки,Ханты-Мансийский автономный округ,2017,621,461,252,0,2.33,NA
7,Гуманитарные науки,Ханты-Мансийский автономный округ,2017,591,177,142,0,3.37,NA
8,Искусство и культура,Ханты-Мансийский автономный округ,2017,476,188,19,0,3.06,NA
2,"Инженерное дело, технологии и технические науки",Ханты-Мансийский автономный округ,2018,12338,62,4473,0,416.45,NA
