field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
4,Сельское хозяйство и сельскохозяйственные науки,Республика Татарстан,2021,5499,708,564,52,11.36,25.75
5,Науки об обществе,Республика Татарстан,2021,22379,1021,27062,8469,43.04,4.54
6,Образование и педагогические науки,Республика Татарстан,2021,13553,1881,6452,1613,9.4,5.39
7,Гуманитарные науки,Республика Татарстан,2021,8845,923,4440,1408,16.43,4.14
8,Искусство и культура,Республика Татарстан,2021,4403,552,2273,224,11.68,77.63
NA,NA,Республика Татарстан,2021,1132,62,683,193,18.26,3.54
1,Математические и естественные науки,Республика Татарстан,2022,16217,1146,4610,164,20.41,44.4
2,"Инженерное дело, технологии и технические науки",Республика Татарстан,2022,96223,7340,25331,4423,17.88,19.56
3,Здравоохранение и медицинские науки,Республика Татарстан,2022,10618,863,9745,1502,20.34,14.98
4,Сельское хозяйство и сельскохозяйственные науки,Республика Татарстан,2022,5959,736,595,51,11.57,21.46
5,Науки об обществе,Республика Татарстан,2022,31711,1006,37496,8809,70.98,7.45
6,Образование и педагогические науки,Республика Татарстан,2022,19758,2001,12831,1975,13.59,8.55
7,Гуманитарные науки,Республика Татарстан,2022,10703,891,7671,1433,30.34,10.15
8,Искусство и культура,Республика Татарстан,2022,3915,526,3089,345,18.44,50.64
NA,NA,Республика Татарстан,2022,2108,35,1240,187,60.23,6.63
1,Математические и естественные науки,Республика Татарстан,2023,22650,1202,5025,287,26.92,30.4
2,"Инженерное дело, технологии и технические науки",Республика Татарстан,2023,116408,7683,30323,4731,22.45,20.19
3,Здравоохранение и медицинские науки,Республика Татарстан,2023,14209,879,12349,2028,24.89,9.96
4,Сельское хозяйство и сельскохозяйственные науки,Республика Татарстан,2023,6145,672,1395,129,11.27,20.93
5,Науки об обществе,Республика Татарстан,2023,40403,982,50846,9927,68.89,8.35
