region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Ростовская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Подано, бюджет",0.89,0.86,0.93,0.79,0.84,0.65,0.54,0.64
Ростовская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Подано, коммерция",0.49,0.62,0.55,0.62,0.18,0.19,0.11,0.31
Ростовская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Принято, бюджет",0.94,0.7,0.81,0.91,0.08,0.05,0.03,0.21
Ростовская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Принято, коммерция",0.65,0,NA,NA,NA,0,NA,NA
Ростовская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Подано, бюджет",0.73,1.15,1.19,1.11,1.4,1.28,1.24,1.37
Ростовская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Подано, коммерция",1.24,0.93,1.13,1.41,2,2.34,2.37,1.73
Ростовская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Принято, бюджет",0.77,10.01,9.49,10.14,12.92,13.71,11.53,12.03
Ростовская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Принято, коммерция",0.85,0,NA,NA,NA,0,NA,NA
Ростовская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Подано, бюджет",0.88,1.12,1.15,1.42,1.08,1.17,0.63,1.12
Ростовская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Подано, коммерция",0.22,0.06,0,0,0.16,0.32,0.58,0.26
Ростовская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Принято, бюджет",0.83,2.41,2.55,1.13,2.55,2.85,2.87,3.43
Ростовская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Принято, коммерция",0.26,0,NA,NA,NA,0,NA,NA
Ростовская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Подано, бюджет",0.41,0.13,0.08,0.14,0.2,0.1,0.35,0.08
Ростовская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Подано, коммерция",0,0.09,0.02,0.07,0.05,0,0.07,0.01
Ростовская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Принято, бюджет",0.26,0.78,0.68,0.93,1.17,0.75,1.23,0.86
Ростовская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Принято, коммерция",0,0,NA,NA,NA,0,NA,NA
